customer_id,segment_id,segment_name,assignment_confidence,distance_to_center,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00358,2,Emerging Digital Everyday,0.5857855094377709,1.7037621345882232,2026-06-30,18,Bay of Plenty,1,3488,0.747,0.333,3468,1209,2592,82,0.911,0.038,0.517,0.326,0.069,0.129,0.014,0.013,7544,0.442,3,18,2,0,0
C00359,6,Stable Salary Builders,0.6587979454174658,1.2256050561411296,2026-06-30,32,Canterbury,82,6689,0.924,0.148,10723,5488,3761,41,0.8,0.087,0.376,0.298,0.048,0.052,0.098,0.101,850546,0.265,3,15,3,0,0
C00360,6,Stable Salary Builders,0.5284618774428721,1.8729933398798253,2026-06-30,44,Waikato,160,5813,0.865,0.087,12564,7017,2662,60,0.785,0.082,0.46,0.202,0.032,0.044,0.023,0.054,166030,0.373,6,14,6,0,0
C00361,6,Stable Salary Builders,0.6246131316363494,1.3820863277929838,2026-06-30,38,Other,93,6434,0.946,0.06,13569,3593,3996,63,0.837,0.131,0.495,0.211,0.076,0.048,0.036,0.082,59879,0.287,3,16,4,0,0
C00362,5,Low Digital Engagement and Cash-Oriented,0.4954369062982993,2.754604955124669,2026-06-30,54,Other,115,3734,0.486,0.302,7507,3119,1972,14,0.213,0.379,0.608,0.133,0.018,0.004,0.08,0.043,15493,0.059,14,16,1,1,0
C00363,3,High Spend Credit Active,0.5991982155615153,1.617340336230417,2026-06-30,43,Other,86,8746,0.77,0.204,22430,2294,7444,102,0.902,0.0,0.411,0.496,0.085,0.0,0.049,0.09,0,0.504,1,24,4,0,0
C00364,2,Emerging Digital Everyday,0.656019578054885,1.3430137570904142,2026-06-30,30,Canterbury,50,3214,0.687,0.277,2801,707,2937,67,1.0,0.045,0.421,0.382,0.07,0.1,0.047,0.0,7418,0.224,3,26,2,0,0
C00365,6,Stable Salary Builders,0.6112068402629866,1.4458044069606875,2026-06-30,44,Other,112,5833,0.879,0.14,5281,2350,3526,69,0.842,0.133,0.467,0.327,0.055,0.095,0.073,0.109,163765,0.195,3,19,4,0,0
C00366,6,Stable Salary Builders,0.5610139267188613,1.6974508619134707,2026-06-30,39,Waikato,73,5468,0.932,0.133,13450,7118,2990,72,0.787,0.116,0.451,0.29,0.044,0.098,0.075,0.079,237413,0.21,4,22,4,1,0
C00367,2,Emerging Digital Everyday,0.5524902287362661,1.8901876631466172,2026-06-30,27,Canterbury,1,2649,0.929,0.221,2938,690,2194,74,0.9,0.094,0.417,0.413,0.016,0.09,0.037,0.024,4721,0.385,2,19,3,0,0
C00368,2,Emerging Digital Everyday,0.6187606382402618,1.5292933009705776,2026-06-30,20,Waikato,30,3324,0.738,0.21,4727,1278,2790,77,0.946,0.062,0.493,0.354,0.084,0.112,0.037,0.015,0,0.431,6,26,2,0,0
C00369,2,Emerging Digital Everyday,0.46674911084629606,2.427450548013543,2026-06-30,20,Bay of Plenty,22,2712,0.679,0.379,1586,375,2143,85,0.914,0.042,0.436,0.323,0.059,0.109,0.081,0.0,19251,0.428,2,21,1,0,0
C00370,6,Stable Salary Builders,0.5126879788717134,1.9619853929267508,2026-06-30,46,Waikato,66,4794,0.788,0.076,9483,4992,2316,48,0.848,0.082,0.548,0.223,0.033,0.059,0.068,0.084,87381,0.524,3,26,4,0,0
C00371,6,Stable Salary Builders,0.516187813941742,1.942006174359804,2026-06-30,39,Waikato,75,8127,0.836,0.1,9518,4808,4061,62,0.71,0.019,0.522,0.211,0.025,0.062,0.033,0.171,216082,0.362,3,9,4,0,0
C00372,2,Emerging Digital Everyday,0.5110770682915212,2.138409112314511,2026-06-30,19,Bay of Plenty,11,5264,0.901,0.238,4379,1209,4059,76,0.855,0.045,0.429,0.361,0.079,0.094,0.071,0.062,11390,0.461,3,30,1,0,0
C00373,4,High Spend and Frequent Overdraft,0.534341452692965,2.0005033869396955,2026-06-30,32,Waikato,57,7075,0.717,0.325,8738,1730,7141,94,0.994,0.004,0.402,0.434,0.121,0.051,0.092,0.035,41242,0.708,1,21,4,5,1
C00374,6,Stable Salary Builders,0.5111073334216437,1.9710534421203803,2026-06-30,37,Canterbury,118,6596,0.917,0.109,12515,7229,3303,78,0.749,0.158,0.496,0.152,0.015,0.101,0.035,0.011,216936,0.382,5,17,4,0,0
C00375,4,High Spend and Frequent Overdraft,0.6498262997706307,1.3759207435430285,2026-06-30,32,Canterbury,81,9038,0.766,0.198,4733,733,8369,113,0.892,0.039,0.37,0.475,0.145,0.054,0.076,0.028,61508,0.712,1,19,4,2,0
C00376,4,High Spend and Frequent Overdraft,0.5017730942651005,2.2012400836320123,2026-06-30,41,Auckland,47,7203,0.848,0.185,18822,3155,6358,88,0.842,0.042,0.428,0.47,0.096,0.09,0.028,0.094,155625,0.779,2,29,4,2,0
C00377,6,Stable Salary Builders,0.5960045927719905,1.5197716804885293,2026-06-30,36,Waikato,85,5577,0.899,0.111,8575,4396,3293,67,0.842,0.037,0.462,0.218,0.02,0.095,0.119,0.119,145626,0.309,2,24,3,0,0
C00378,2,Emerging Digital Everyday,0.6082570479813766,1.5838369051780818,2026-06-30,18,Other,6,3301,0.77,0.186,2437,684,2390,66,0.798,0.077,0.443,0.398,0.045,0.089,0.087,0.023,0,0.149,2,30,2,0,0
C00379,6,Stable Salary Builders,0.6144214020119855,1.4303996020706966,2026-06-30,38,Other,81,4691,0.827,0.201,12591,5319,3098,50,0.879,0.127,0.498,0.257,0.058,0.086,0.033,0.042,78290,0.205,3,14,4,0,0
C00380,1,Affluent Investors,0.5596203001579368,1.8319953342990982,2026-06-30,51,Waikato,144,12251,0.568,0.239,136855,88682,5977,45,0.766,0.0,0.425,0.371,0.132,0.017,0.095,0.38,73923,0.241,8,20,6,0,0
C00381,1,Affluent Investors,0.4800085959642521,2.3162838931190453,2026-06-30,57,Other,125,16756,0.629,0.302,116661,59011,5971,49,0.665,0.001,0.475,0.356,0.128,0.015,0.109,0.261,0,0.438,9,15,5,0,0
C00382,6,Stable Salary Builders,0.588446073062264,1.5572532581178988,2026-06-30,35,Canterbury,76,5081,0.841,0.089,11254,5668,2133,75,0.917,0.119,0.525,0.283,0.046,0.07,0.006,0.059,120902,0.172,4,12,3,0,0
C00383,3,High Spend Credit Active,0.5434310956273175,1.9258305606333443,2026-06-30,40,Waikato,122,6748,0.773,0.154,7244,1774,6748,77,0.834,0.079,0.448,0.361,0.129,0.025,0.107,0.0,77347,0.758,3,20,5,0,0
C00384,6,Stable Salary Builders,0.5324120651522302,1.8511233716685984,2026-06-30,39,Canterbury,60,8533,0.846,0.132,10676,4262,4486,67,0.901,0.098,0.525,0.266,0.036,0.089,0.062,0.02,94310,0.317,4,25,6,0,0
C00385,2,Emerging Digital Everyday,0.6092777342579776,1.5784954784477752,2026-06-30,19,Wellington,18,4069,0.746,0.313,4022,1252,3436,90,0.883,0.043,0.438,0.356,0.055,0.076,0.028,0.055,9631,0.356,3,28,1,0,0
C00386,6,Stable Salary Builders,0.5298402618495196,1.8653434864095237,2026-06-30,32,Canterbury,92,5871,0.964,0.03,12404,5676,3896,70,0.87,0.081,0.415,0.377,0.022,0.085,0.031,0.092,0,0.321,3,20,4,0,0
C00387,5,Low Digital Engagement and Cash-Oriented,0.5600944064514165,2.273489749493209,2026-06-30,53,Canterbury,154,3288,0.598,0.218,9782,4349,1478,22,0.17,0.438,0.59,0.138,0.033,0.011,0.084,0.055,39977,0.149,52,5,2,0,0
C00388,4,High Spend and Frequent Overdraft,0.4924486242234256,2.2611155936879412,2026-06-30,38,Wellington,64,8985,0.707,0.224,6858,621,7548,89,0.91,0.076,0.446,0.625,0.105,0.019,0.053,0.014,58205,0.668,2,30,5,6,0
C00389,6,Stable Salary Builders,0.5046912254598391,2.008152428153295,2026-06-30,29,Auckland,124,6555,0.792,0.213,18718,7464,4405,57,0.802,0.005,0.452,0.321,0.092,0.08,0.078,0.052,51800,0.372,2,22,4,0,0
C00390,2,Emerging Digital Everyday,0.5188491574293993,2.090326708133667,2026-06-30,24,Waikato,73,3517,0.588,0.213,5705,1407,2595,72,0.872,0.047,0.516,0.31,0.081,0.063,0.005,0.061,5750,0.519,3,32,2,1,0
C00391,4,High Spend and Frequent Overdraft,0.4861709574667725,2.3020686099333547,2026-06-30,35,Canterbury,46,10201,0.77,0.214,6884,138,9616,115,0.842,0.119,0.405,0.514,0.138,0.033,0.07,0.036,54639,0.696,2,32,4,6,0
C00392,3,High Spend Credit Active,0.6465028418035915,1.3773896302110438,2026-06-30,39,Waikato,63,10057,0.722,0.203,12075,4368,9882,80,0.806,0.031,0.452,0.446,0.098,0.047,0.0,0.046,166888,0.6,1,25,4,0,0
C00393,2,Emerging Digital Everyday,0.5025456157980277,2.1920385429731786,2026-06-30,24,Auckland,48,2619,0.719,0.19,1851,756,1473,77,0.847,0.022,0.449,0.451,0.024,0.085,0.083,0.087,4318,0.311,5,30,2,1,0
C00394,5,Low Digital Engagement and Cash-Oriented,0.5179993496652016,2.579934813782526,2026-06-30,66,Auckland,111,6133,0.417,0.413,11364,3960,3167,30,0.249,0.373,0.505,0.168,0.0,0.018,0.027,0.0,30602,0.093,15,9,3,0,1
C00395,5,Low Digital Engagement and Cash-Oriented,0.6178666889129383,1.8884599329756941,2026-06-30,55,Canterbury,165,4365,0.452,0.346,11333,6199,1983,37,0.2,0.355,0.465,0.207,0.012,0.046,0.071,0.075,23639,0.217,35,6,3,0,0
C00396,5,Low Digital Engagement and Cash-Oriented,0.5192450739612957,2.570513786837463,2026-06-30,56,Bay of Plenty,145,4182,0.472,0.315,10620,3691,2901,8,0.201,0.45,0.473,0.213,0.027,0.028,0.021,0.005,47806,0.084,18,0,1,0,0
C00397,5,Low Digital Engagement and Cash-Oriented,0.4346381816860848,3.268120299369535,2026-06-30,50,Wellington,138,5780,0.423,0.307,7629,3448,3780,5,0.283,0.399,0.491,0.234,0.062,0.043,0.085,0.065,0,0.073,31,0,2,0,1
C00398,1,Affluent Investors,0.5912260873496492,1.6586097319797861,2026-06-30,55,Wellington,144,24802,0.531,0.128,97655,60231,7737,35,0.839,0.112,0.492,0.26,0.147,0.008,0.102,0.291,261256,0.197,3,12,6,0,0
C00399,2,Emerging Digital Everyday,0.6729363442166464,1.26190336456068,2026-06-30,38,Bay of Plenty,26,2904,0.741,0.229,2197,546,2316,81,1.0,0.035,0.483,0.401,0.013,0.071,0.06,0.021,6725,0.37,4,34,2,0,1
C00400,1,Affluent Investors,0.6671897167162144,1.2771361740553142,2026-06-30,46,Wellington,124,21235,0.613,0.175,113527,71070,4817,59,0.687,0.013,0.492,0.312,0.135,0.042,0.114,0.302,324771,0.085,7,18,5,0,0
C00401,3,High Spend Credit Active,0.49728308710480396,2.206070313899283,2026-06-30,23,Wellington,66,6786,0.656,0.08,14551,4954,4600,77,0.928,0.111,0.44,0.439,0.073,0.051,0.097,0.086,43559,0.661,3,25,4,0,0
C00402,6,Stable Salary Builders,0.56091694502974,1.6979585720567734,2026-06-30,44,Wellington,51,5848,0.918,0.189,23528,10347,3654,72,0.86,0.084,0.531,0.278,0.03,0.079,0.042,0.124,75478,0.073,3,28,4,0,0
C00403,1,Affluent Investors,0.49051546816892794,2.247949606066376,2026-06-30,48,Auckland,200,17779,0.739,0.134,94719,42416,3953,51,0.658,0.021,0.43,0.238,0.134,0.021,0.09,0.328,0,0.292,7,11,8,0,0
C00404,6,Stable Salary Builders,0.3898007413145626,2.766739257466909,2026-06-30,37,Other,68,6031,0.655,0.021,6354,3166,3509,71,0.919,0.055,0.529,0.378,0.026,0.087,0.038,0.046,0,0.256,2,25,6,0,0
C00405,6,Stable Salary Builders,0.5255072130481292,1.889458790293664,2026-06-30,30,Canterbury,143,4013,0.971,0.114,23922,10312,2535,56,0.928,0.119,0.537,0.276,0.004,0.085,0.07,0.076,417300,0.244,6,11,4,0,0
C00406,3,High Spend Credit Active,0.49241807279645955,2.237116403186075,2026-06-30,38,Wellington,48,9141,0.678,0.304,9364,1245,7480,91,0.797,0.0,0.526,0.392,0.095,0.053,0.065,0.062,87072,0.429,2,26,3,1,0
C00407,6,Stable Salary Builders,0.5529948221497263,1.7397310557977217,2026-06-30,44,Canterbury,108,4378,0.843,0.131,7763,4250,3330,44,0.875,0.095,0.546,0.224,0.066,0.068,0.04,0.113,96513,0.461,3,22,3,0,0
C00408,2,Emerging Digital Everyday,0.6165295041586343,1.540801396061282,2026-06-30,24,Canterbury,50,2968,0.583,0.225,3908,1080,2748,73,0.912,0.037,0.381,0.427,0.024,0.124,0.061,0.104,8696,0.398,4,26,2,0,0
C00409,3,High Spend Credit Active,0.5342091908624886,1.9798787036731278,2026-06-30,36,Canterbury,88,7385,0.523,0.214,18008,2381,6871,95,0.806,0.093,0.379,0.508,0.094,0.012,0.054,0.0,101806,0.875,2,29,4,0,0
C00410,3,High Spend Credit Active,0.5632947844094045,1.8124627294218083,2026-06-30,45,Other,57,10599,0.685,0.205,8036,1424,9057,69,0.922,0.02,0.378,0.441,0.131,0.036,0.078,0.027,322983,0.504,3,23,4,1,0
C00411,3,High Spend Credit Active,0.6041954923170578,1.5911131606694973,2026-06-30,36,Bay of Plenty,92,8384,0.728,0.21,6409,1697,6854,88,0.887,0.0,0.44,0.427,0.084,0.041,0.025,0.069,37514,0.781,2,23,4,1,0
C00412,3,High Spend Credit Active,0.5967586966852549,1.630223205905917,2026-06-30,47,Waikato,53,8325,0.657,0.198,17986,5245,6649,76,0.904,0.034,0.407,0.445,0.126,0.066,0.081,0.0,59970,0.445,1,24,4,0,0
C00413,2,Emerging Digital Everyday,0.5900046666047131,1.6808985660822442,2026-06-30,31,Other,73,4626,0.713,0.261,3939,981,3485,83,0.854,0.038,0.476,0.335,0.03,0.082,0.08,0.049,0,0.119,3,20,3,0,0
C00414,3,High Spend Credit Active,0.5934719527955769,1.6476637166889931,2026-06-30,38,Bay of Plenty,63,6753,0.68,0.233,14570,4343,4483,65,0.997,0.052,0.396,0.474,0.12,0.013,0.08,0.036,166901,0.494,2,24,4,0,0
C00415,6,Stable Salary Builders,0.6385599849619298,1.3172343535401512,2026-06-30,34,Waikato,64,5470,0.86,0.074,12914,6984,3472,65,0.721,0.109,0.474,0.24,0.076,0.05,0.059,0.045,82450,0.282,3,9,4,0,0
C00416,1,Affluent Investors,0.5393751475648824,1.9482817147547822,2026-06-30,62,Wellington,192,20737,0.548,0.135,96329,72193,5638,54,0.687,0.0,0.47,0.169,0.091,0.037,0.128,0.281,65345,0.19,4,21,5,0,0
C00417,3,High Spend Credit Active,0.525938443023908,2.0291518850956427,2026-06-30,37,Bay of Plenty,63,8318,0.777,0.2,5885,552,8023,74,0.85,0.06,0.418,0.478,0.097,0.048,0.091,0.139,102085,0.649,2,18,3,1,1
C00418,2,Emerging Digital Everyday,0.5428865437639167,1.9460516312810585,2026-06-30,23,Bay of Plenty,66,2685,0.642,0.2,6003,1452,1961,80,0.873,0.043,0.469,0.395,0.016,0.128,0.018,0.0,0,0.362,5,31,3,1,0
C00419,5,Low Digital Engagement and Cash-Oriented,0.5711370198554516,2.196913972460603,2026-06-30,62,Auckland,147,2703,0.552,0.308,9619,5985,1402,34,0.346,0.44,0.529,0.164,0.067,0.026,0.146,0.079,37436,0.031,15,2,1,0,0
C00420,4,High Spend and Frequent Overdraft,0.4306319496187198,2.689281514572582,2026-06-30,41,Canterbury,19,5769,0.471,0.35,7580,2446,5138,98,0.865,0.147,0.503,0.447,0.142,0.034,0.143,0.114,0,0.722,3,29,3,4,1
C00421,6,Stable Salary Builders,0.5863053790061752,1.5679561536630546,2026-06-30,29,Auckland,120,7371,0.846,0.102,18579,9554,3638,53,0.874,0.12,0.494,0.234,0.007,0.051,0.063,0.105,343515,0.325,5,25,3,0,0
C00422,6,Stable Salary Builders,0.4947743604042587,2.0664315507709534,2026-06-30,42,Auckland,83,9471,0.968,0.163,7336,3614,5466,45,0.901,0.043,0.509,0.277,0.037,0.08,0.117,0.0,56140,0.152,3,17,4,0,0
C00423,3,High Spend Credit Active,0.5595652039070091,1.833440500302529,2026-06-30,37,Wellington,164,5089,0.663,0.136,10357,3376,4458,86,0.856,0.098,0.458,0.518,0.08,0.039,0.104,0.03,49901,0.582,1,21,4,0,0
C00424,2,Emerging Digital Everyday,0.6052624295761972,1.5995601397875014,2026-06-30,26,Waikato,8,3811,0.726,0.206,2403,631,3213,66,0.983,0.049,0.456,0.397,0.028,0.095,0.0,0.048,14717,0.422,4,19,1,1,0
C00425,5,Low Digital Engagement and Cash-Oriented,0.522470089472031,2.546228601609177,2026-06-30,57,Waikato,161,3218,0.275,0.299,22292,8307,1392,12,0.326,0.302,0.549,0.144,0.015,0.0,0.074,0.075,51538,0.132,30,0,3,0,0
C00426,6,Stable Salary Builders,0.5514468346102642,1.7479632794291846,2026-06-30,37,Bay of Plenty,81,5000,0.712,0.07,10377,5182,2528,71,0.788,0.117,0.418,0.287,0.075,0.08,0.058,0.024,75391,0.317,2,13,4,0,0
C00427,4,High Spend and Frequent Overdraft,0.4844951073365701,2.313090633681992,2026-06-30,43,Waikato,14,8812,0.503,0.25,20693,8290,8575,88,0.854,0.006,0.466,0.449,0.139,0.005,0.06,0.026,0,0.763,1,23,5,5,1
C00428,6,Stable Salary Builders,0.4829045013546319,2.1377435923140036,2026-06-30,38,Waikato,97,5594,0.791,0.152,28224,12038,3906,74,0.803,0.028,0.533,0.325,0.041,0.077,0.075,0.016,262408,0.254,4,18,3,1,0
C00429,6,Stable Salary Builders,0.5522095683472636,1.7439041646511448,2026-06-30,30,Auckland,104,10283,0.78,0.19,13426,6949,4684,75,0.801,0.028,0.523,0.324,0.059,0.036,0.059,0.058,127105,0.221,4,16,4,0,0
C00430,2,Emerging Digital Everyday,0.5704741245258937,1.7881404347686942,2026-06-30,35,Other,52,2942,0.701,0.208,2454,556,2451,56,0.896,0.088,0.468,0.331,0.077,0.074,0.036,0.068,27288,0.28,3,24,3,1,0
C00431,5,Low Digital Engagement and Cash-Oriented,0.5207962077644959,2.558814585434033,2026-06-30,55,Auckland,117,6384,0.466,0.197,9533,4479,2522,22,0.353,0.33,0.558,0.21,0.054,0.054,0.077,0.064,30370,0.065,32,11,3,0,0
C00432,2,Emerging Digital Everyday,0.5096169676914961,2.147523631711292,2026-06-30,21,Waikato,40,4159,0.606,0.213,2831,620,3298,68,0.882,0.004,0.416,0.454,0.063,0.094,0.051,0.103,7562,0.162,4,23,2,1,0
C00433,6,Stable Salary Builders,0.5846908151630557,1.5760544228336026,2026-06-30,45,Waikato,133,6439,0.888,0.1,14609,4877,3481,70,0.754,0.114,0.469,0.336,0.049,0.061,0.079,0.138,58615,0.42,5,16,5,0,0
C00434,2,Emerging Digital Everyday,0.5371344401497019,1.9799863995848068,2026-06-30,30,Wellington,18,5234,0.638,0.228,1626,300,4162,74,0.821,0.139,0.399,0.309,0.045,0.097,0.057,0.002,13660,0.256,4,25,2,0,0
C00435,1,Affluent Investors,0.535164833748309,1.9730131128862278,2026-06-30,39,Bay of Plenty,150,10658,0.516,0.101,93393,69661,4073,56,0.714,0.0,0.504,0.249,0.147,0.0,0.161,0.305,168623,0.243,7,8,7,0,0
C00436,5,Low Digital Engagement and Cash-Oriented,0.5866804641364608,2.091598917093019,2026-06-30,55,Other,51,4164,0.434,0.344,9541,2906,2523,26,0.299,0.254,0.607,0.169,0.044,0.019,0.067,0.025,18736,0.193,23,0,2,0,0
C00437,3,High Spend Credit Active,0.5618936007672554,1.820327633025185,2026-06-30,37,Bay of Plenty,85,6340,0.663,0.235,14866,1922,5242,75,0.686,0.073,0.383,0.471,0.115,0.035,0.103,0.064,0,0.47,1,20,4,1,1
C00438,2,Emerging Digital Everyday,0.4436694356640784,2.589008348036867,2026-06-30,30,Auckland,1,6848,0.708,0.189,2750,478,5899,96,0.894,0.0,0.467,0.414,0.033,0.105,0.054,0.018,9677,0.509,4,18,3,0,0
C00439,3,High Spend Credit Active,0.4848064704618487,2.286310599414037,2026-06-30,32,Auckland,29,5872,0.694,0.068,11306,3983,5130,72,0.855,0.067,0.401,0.43,0.07,0.044,0.095,0.11,38648,0.549,2,21,4,0,1
C00440,3,High Spend Credit Active,0.4909930458745638,2.2462683106529506,2026-06-30,28,Auckland,93,8719,0.533,0.202,24647,10861,7079,85,0.797,0.083,0.449,0.387,0.069,0.055,0.108,0.033,32666,0.531,2,24,4,1,0
C00441,2,Emerging Digital Everyday,0.6157772165882291,1.544691053888674,2026-06-30,27,Bay of Plenty,25,4207,0.624,0.292,4221,1415,3674,80,1.0,0.02,0.431,0.391,0.037,0.118,0.044,0.0,16356,0.278,3,23,2,0,0
C00442,3,High Spend Credit Active,0.5524887443137156,1.8736306291338098,2026-06-30,41,Auckland,96,5220,0.74,0.124,8706,801,4513,88,0.891,0.112,0.365,0.465,0.117,0.031,0.015,0.069,100347,0.636,2,32,5,0,0
C00443,4,High Spend and Frequent Overdraft,0.5444034876030976,1.940954283995484,2026-06-30,30,Other,48,8865,0.495,0.208,5265,1048,8778,107,0.948,0.166,0.361,0.457,0.158,0.033,0.07,0.086,37809,0.733,2,16,5,2,0
C00444,3,High Spend Credit Active,0.6671148362010071,1.2782813274405138,2026-06-30,42,Bay of Plenty,78,7528,0.769,0.225,13664,3476,5509,80,0.836,0.099,0.475,0.482,0.112,0.018,0.021,0.063,53926,0.605,2,26,5,0,0
C00445,3,High Spend Credit Active,0.6541145746590734,1.3404270489610919,2026-06-30,47,Waikato,79,7137,0.724,0.17,16609,2252,6353,91,0.84,0.091,0.513,0.365,0.116,0.025,0.062,0.037,369358,0.682,1,26,4,0,0
C00446,6,Stable Salary Builders,0.5387107480563683,1.8165845373973075,2026-06-30,50,Auckland,95,4760,0.811,0.12,21824,10250,2593,53,0.793,0.204,0.482,0.238,0.087,0.092,0.042,0.075,0,0.121,2,24,4,0,0
C00447,1,Affluent Investors,0.6232817930453138,1.4919769506948877,2026-06-30,52,Bay of Plenty,157,22596,0.528,0.22,122535,106421,7784,55,0.75,0.041,0.484,0.33,0.118,0.035,0.101,0.231,184917,0.238,10,17,6,0,0
C00448,5,Low Digital Engagement and Cash-Oriented,0.5835985191749111,2.112257174659695,2026-06-30,54,Wellington,119,2989,0.383,0.334,11818,5772,1444,30,0.413,0.4,0.506,0.156,0.011,0.009,0.077,0.028,47964,0.197,29,9,3,0,0
C00449,2,Emerging Digital Everyday,0.5344287925627319,1.9960743464368704,2026-06-30,23,Wellington,31,2365,0.62,0.292,2488,455,1748,75,0.922,0.079,0.487,0.387,0.008,0.08,0.041,0.023,21404,0.459,2,27,1,0,0
C00450,5,Low Digital Engagement and Cash-Oriented,0.5996082721914022,2.00611018174334,2026-06-30,54,Canterbury,158,3032,0.442,0.339,4179,1651,1518,27,0.347,0.302,0.536,0.213,0.055,0.044,0.071,0.008,64032,0.103,32,2,1,0,0
C00451,6,Stable Salary Builders,0.5863343974648042,1.5678108080552327,2026-06-30,42,Waikato,106,6775,0.85,0.157,15656,6964,4716,49,0.84,0.096,0.541,0.208,0.056,0.051,0.083,0.133,407616,0.225,3,30,5,0,0
C00452,1,Affluent Investors,0.5477570484493133,1.8996159752152053,2026-06-30,56,Bay of Plenty,176,16919,0.561,0.111,69106,54796,3380,43,0.613,0.09,0.437,0.382,0.138,0.052,0.144,0.303,231737,0.097,4,14,6,0,0
C00453,2,Emerging Digital Everyday,0.40472432068041325,2.881697841302887,2026-06-30,36,Wellington,1,2435,0.745,0.122,3097,753,2128,74,0.915,0.109,0.486,0.401,0.0,0.045,0.017,0.045,8464,0.447,6,30,5,0,0
C00454,5,Low Digital Engagement and Cash-Oriented,0.6788072130610534,1.5195225309756337,2026-06-30,55,Canterbury,109,3769,0.425,0.322,10149,2766,2071,22,0.373,0.364,0.551,0.237,0.006,0.021,0.043,0.075,26461,0.0,16,6,2,0,0
C00455,2,Emerging Digital Everyday,0.49139851315201194,2.2634987897311545,2026-06-30,29,Canterbury,19,1990,0.793,0.29,2712,713,1428,77,0.926,0.0,0.444,0.33,0.034,0.085,0.041,0.02,6827,0.405,3,36,1,1,0
C00456,2,Emerging Digital Everyday,0.5603327083240505,1.845284101110093,2026-06-30,19,Canterbury,4,2478,0.733,0.241,2121,963,1772,91,0.92,0.063,0.405,0.43,0.012,0.074,0.026,0.004,11932,0.461,5,21,1,0,0
C00457,1,Affluent Investors,0.5678322917916709,1.7860213177890885,2026-06-30,66,Waikato,126,24678,0.563,0.175,72353,53135,10999,46,0.81,0.123,0.501,0.294,0.145,0.056,0.11,0.31,220063,0.207,7,16,6,0,0
C00458,2,Emerging Digital Everyday,0.7046282867235198,1.1152946495442406,2026-06-30,31,Other,5,3900,0.762,0.23,3031,659,3197,81,0.95,0.036,0.436,0.342,0.031,0.073,0.0,0.015,7265,0.443,3,17,2,0,0
C00459,1,Affluent Investors,0.6540837337848873,1.3397464606950837,2026-06-30,46,Bay of Plenty,152,16241,0.509,0.161,114756,63237,4249,39,0.718,0.04,0.455,0.35,0.143,0.062,0.054,0.257,0,0.225,3,13,5,0,0
C00460,2,Emerging Digital Everyday,0.549090272504996,1.9098531517073865,2026-06-30,24,Wellington,76,4985,0.767,0.292,2939,1199,4602,73,0.98,0.063,0.41,0.395,0.064,0.082,0.046,0.049,8286,0.307,2,24,3,0,0
C00461,3,High Spend Credit Active,0.545158250033787,1.9158100278927181,2026-06-30,50,Wellington,70,7060,0.635,0.207,11848,3695,5851,99,0.829,0.0,0.314,0.499,0.054,0.042,0.018,0.107,45287,0.575,3,26,3,0,0
C00462,5,Low Digital Engagement and Cash-Oriented,0.48112640634589765,2.8695638822882286,2026-06-30,49,Bay of Plenty,111,3992,0.371,0.279,7610,2713,2157,14,0.295,0.444,0.574,0.279,0.025,0.027,0.102,0.053,17897,0.048,33,7,2,2,0
C00463,2,Emerging Digital Everyday,0.6170153725020441,1.538291764616579,2026-06-30,27,Bay of Plenty,47,3091,0.713,0.277,3798,961,2329,66,1.0,0.073,0.541,0.415,0.022,0.13,0.08,0.0,0,0.142,3,20,2,0,0
C00464,6,Stable Salary Builders,0.6269048767517007,1.3713310436070643,2026-06-30,39,Auckland,74,4337,0.802,0.121,16195,7272,2235,59,0.818,0.076,0.572,0.317,0.035,0.079,0.107,0.068,118609,0.374,3,15,4,0,0
C00465,3,High Spend Credit Active,0.6084977955114904,1.5687065987730557,2026-06-30,42,Waikato,85,7407,0.678,0.207,10616,2844,6299,83,0.929,0.0,0.406,0.452,0.084,0.041,0.075,0.032,78105,0.571,1,21,5,1,1
C00466,3,High Spend Credit Active,0.5465011262443079,1.9080408974824112,2026-06-30,38,Canterbury,59,5168,0.61,0.28,5893,1020,5751,96,0.881,0.027,0.414,0.546,0.101,0.042,0.093,0.059,111029,0.691,2,23,4,0,0
